Receipt No.,Account,Transaction_Type,Money_In,Money_Out,Balance,DayOfWeekName,Completion Time
297XIFRHTZ,Mpesa Charges,Mpesa Charges,0.0,5.0,1482.26,Tuesday,2023-12-19 10:34:46
NFRZCMZP70,Hernandez-Lewis,Pay Bill,0.0,300.0,1487.26,Tuesday,2023-12-19 10:34:46
XRGKVZL9MV,Mpesa Charges,Mpesa Charges,0.0,13.0,1787.26,Monday,2023-12-18 19:57:38
Q2TKD69L95,David Allison,Send Money,0.0,1000.0,1800.26,Monday,2023-12-18 19:57:38
M4F47ZYGTS,Deanna Martinez,Pochi,0.0,70.0,2800.26,Monday,2023-12-18 08:23:38
J7UK6RCPJB,Tim Thomas,Pochi,0.0,30.0,2870.26,Monday,2023-12-18 08:05:11
EXXD2CEGMN,Buck Group,Till No,0.0,1490.0,2900.26,Sunday,2023-12-17 21:15:14
IFC85148XZ,Mpesa Charges,Mpesa Charges,0.0,13.0,4390.26,Sunday,2023-12-17 20:05:16
E0VWAIMU1G,Mrs. Michelle Marshall,Send Money,0.0,900.0,4403.26,Sunday,2023-12-17 20:05:16
QN1E9ALQF2,"Soto, Carlson and Gomez",Bank Transfer,5000.0,0.0,5303.26,Sunday,2023-12-17 19:49:55
FYOX9S4LJD,Yates-Dunn,Pay Bill,0.0,70.0,303.26,Sunday,2023-12-17 15:01:43
ZT4ADZG8UD,Mpesa Charges,Mpesa Charges,0.0,5.0,373.26,Sunday,2023-12-17 14:58:31
8D0SKR9VF7,Potts-Waller,Pay Bill,0.0,120.0,378.26,Sunday,2023-12-17 14:58:31
EQNW6SADJE,Mpesa Charges,Mpesa Charges,0.0,7.0,498.26,Sunday,2023-12-17 12:29:21
C1NQLTYOIM,Hector Kramer,Send Money,0.0,150.0,505.26,Sunday,2023-12-17 12:29:21
H14U1T5O7I,Theresa Kelly,Send Money,0.0,150.0,505.26,Sunday,2023-12-17 12:29:21
EHYYGBRPPS,"Smith, Mcknight and Brown",Till No,0.0,60.0,655.26,Saturday,2023-12-16 21:00:55
AAMBAJD908,Mpesa Charges,Mpesa Charges,0.0,20.0,715.26,Saturday,2023-12-16 19:08:18
1LF1KVEG4M,"Bridges, Blackwell and Meyer",Pay Bill,0.0,1700.0,735.26,Saturday,2023-12-16 19:08:18
WL2ELXBTQX,Roy Brown,Receive Money,700.0,0.0,2435.26,Saturday,2023-12-16 18:59:04
CMZXBOVFU6,Rebecca Hicks,Receive Money,700.0,0.0,2435.26,Saturday,2023-12-16 18:59:04
BBI7L58IFV,Mpesa Charges,Mpesa Charges,0.0,7.0,1735.26,Saturday,2023-12-16 16:45:42
JB5HC8JSVO,Angela Cook,Send Money,0.0,400.0,1742.26,Saturday,2023-12-16 16:45:42
T6NIA8S1B4,Mpesa Charges,Mpesa Charges,0.0,15.0,2142.26,Saturday,2023-12-16 16:24:40
BIS8IQHC5M,Yates-Dunn,Pay Bill,0.0,1400.0,2157.26,Saturday,2023-12-16 16:24:40
RKMP805HVX,Fisher Inc,Till No,0.0,280.0,3557.26,Saturday,2023-12-16 09:14:22
CEBZTAR1RO,"Franklin, Hatfield and Wilson",Till No,0.0,450.0,3837.26,Friday,2023-12-15 19:42:41
L57G3XFQRB,Laurie Armstrong,Send Money,0.0,50.0,4287.26,Thursday,2023-12-14 19:33:55
7O7SG704BI,"Franklin, Hatfield and Wilson",Till No,0.0,440.0,4337.26,Thursday,2023-12-14 19:27:04
QVSHV7UAVX,Fisher Inc,Till No,0.0,220.0,4777.26,Thursday,2023-12-14 09:17:32
X37Y1UBNWP,"Smith, Mcknight and Brown",Till No,0.0,70.0,4997.26,Wednesday,2023-12-13 19:20:07
RAOTU97W7A,"Dillon, Wolf and Barnes",Bank Transfer,5000.0,0.0,5067.26,Wednesday,2023-12-13 19:19:51
AFR7VJ76JE,Mpesa Charges,Mpesa Charges,0.0,13.0,67.26,Wednesday,2023-12-13 14:34:27
YUBNKX92GU,Mpesa Charges,Mpesa Charges,0.0,13.0,940.26,Wednesday,2023-12-13 11:20:30
OMMDY5W6T1,Christy Gregory,Send Money,0.0,760.0,953.26,Wednesday,2023-12-13 11:20:30
H7FOIHI1B2,"Wilson, Wilson and Horton",Till No,0.0,60.0,1713.26,Wednesday,2023-12-13 11:17:50
RFO37I03BB,Mpesa Charges,Mpesa Charges,0.0,13.0,1773.26,Wednesday,2023-12-13 08:41:07
DITPENGIS7,Caleb Obrien,Send Money,0.0,540.0,1786.26,Wednesday,2023-12-13 08:41:07
FVTQA8LNCS,Mpesa Charges,Mpesa Charges,0.0,5.0,2326.26,Tuesday,2023-12-12 22:15:11
ESQG7H7EFB,White-Fowler,Pay Bill,0.0,500.0,2331.26,Tuesday,2023-12-12 22:15:11
FPFYD92C3B,Brown-Anderson,Till No,0.0,160.0,2831.26,Tuesday,2023-12-12 19:31:53
DYR3CZNH5W,"Smith, Mcknight and Brown",Till No,0.0,120.0,2991.26,Tuesday,2023-12-12 19:30:41
RUYBXEBU1A,Lisa Bradley,Send Money,0.0,100.0,3111.26,Tuesday,2023-12-12 18:39:04
MCFGI3OLD9,Mpesa Charges,Mpesa Charges,0.0,20.0,3211.26,Tuesday,2023-12-12 18:02:37
FS60L3ZK78,Patel PLC,Pay Bill,0.0,2224.0,3231.26,Tuesday,2023-12-12 18:02:37
4751P45VMA,Williams-Hunt,Bank Transfer,5000.0,0.0,5455.26,Tuesday,2023-12-12 18:01:27
8BYKP8CSMD,Mpesa Charges,Mpesa Charges,0.0,33.0,455.26,Monday,2023-12-11 19:24:58
NAHQSX7FQ1,Susan Smith,Send Money,0.0,1748.0,488.26,Monday,2023-12-11 19:24:58
CINF360UEO,Mpesa Charges,Mpesa Charges,0.0,20.0,2236.26,Sunday,2023-12-10 21:40:51
K6DFBYVE7B,"Benitez, Palmer and Lane",Pay Bill,0.0,2334.0,2256.26,Sunday,2023-12-10 21:40:51
285LHMZC4O,"Carlson, Hanson and Martin",Till No,0.0,200.0,4590.26,Sunday,2023-12-10 21:25:23
89HCW7RZHW,Hernandez LLC,Till No,0.0,500.0,4790.26,Sunday,2023-12-10 18:07:44
YJ4G8SV8AO,"Santos, Hicks and Shaw",Bank Transfer,5000.0,0.0,5290.26,Sunday,2023-12-10 18:06:57
LAZJ75LQRA,Mpesa Charges,Mpesa Charges,0.0,25.0,290.26,Sunday,2023-12-10 15:01:32
3KIGE3ZK5A,Williams and Sons,Pay Bill,0.0,3113.0,315.26,Sunday,2023-12-10 15:01:32
XNU5I5XEFE,Mpesa Charges,Mpesa Charges,0.0,7.0,3428.26,Saturday,2023-12-09 20:13:08
TN6RB0ON6J,Alicia Chapman,Send Money,0.0,150.0,3435.26,Saturday,2023-12-09 20:13:08
8CGZ3VSDTI,Mpesa Charges,Mpesa Charges,0.0,7.0,3585.26,Saturday,2023-12-09 20:11:39
C7UISDVUI4,Kevin Strong,Send Money,0.0,150.0,3592.26,Saturday,2023-12-09 20:11:39
H6FHH61KF6,"Hill, Matthews and Martin",Till No,0.0,300.0,3742.26,Saturday,2023-12-09 13:24:00
8Z0BDHWPW8,Mpesa Charges,Mpesa Charges,0.0,7.0,4042.26,Saturday,2023-12-09 12:20:27
082QOSI30H,Jason Lindsey,Send Money,0.0,330.0,4049.26,Saturday,2023-12-09 12:20:27
D7A7A6H7ZV,"Smith, Mcknight and Brown",Till No,0.0,155.0,4379.26,Friday,2023-12-08 20:20:02
KK6TDA7YK0,"Gomez, Rice and Simpson",Till No,0.0,1631.0,4534.26,Friday,2023-12-08 18:46:41
1BAD6QJTTT,"Paul, Williams and Brown",Bank Transfer,5000.0,0.0,6165.26,Friday,2023-12-08 18:36:19
OAKPNKWTAJ,Mpesa Charges,Mpesa Charges,0.0,20.0,1165.26,Friday,2023-12-08 18:27:45
KSRDBGQM1O,"Bridges, Blackwell and Meyer",Pay Bill,0.0,2000.0,1185.26,Friday,2023-12-08 18:27:45
FWT64RXELJ,Daniel Ingram,Send Money,0.0,100.0,3185.26,Friday,2023-12-08 16:34:12
QEHBUYN6LN,Moran LLC,Till No,0.0,250.0,3285.26,Friday,2023-12-08 16:33:20
J75R8SJ68J,Griffith PLC,Till No,0.0,150.0,3535.26,Friday,2023-12-08 15:28:07
8QTZKGXKTX,Mpesa Charges,Mpesa Charges,0.0,7.0,3685.26,Friday,2023-12-08 12:57:46
5NQ5KOMG0P,Stephanie Reyes,Send Money,0.0,150.0,3692.26,Friday,2023-12-08 12:57:46
6KTIDU837P,Joseph Perez,Receive Money,1286.0,0.0,3842.26,Thursday,2023-12-07 18:25:57
FR6FAGHHSV,Dorothy Price,Receive Money,1286.0,0.0,3842.26,Thursday,2023-12-07 18:25:57
FU8BL7R4CC,Mpesa Charges,Mpesa Charges,0.0,15.0,2556.26,Thursday,2023-12-07 17:47:33
ICSGRW6SOA,Moreno-Hernandez,Pay Bill,0.0,1287.0,2571.26,Thursday,2023-12-07 17:47:33
UBWJW0VCWF,Lewis-Smith,Till No,0.0,65.0,3858.26,Thursday,2023-12-07 07:43:49
5E5UJOT2IW,Mpesa Charges,Mpesa Charges,0.0,13.0,3923.26,Wednesday,2023-12-06 19:18:02
IXVXB97LSN,Chad Bradley,Send Money,0.0,600.0,3936.26,Wednesday,2023-12-06 19:18:02
PWIW2W4M7G,Mpesa Charges,Mpesa Charges,0.0,53.0,4536.26,Tuesday,2023-12-05 18:53:38
5Z2GPK37GQ,Heather Eaton,Send Money,0.0,2688.0,4589.26,Tuesday,2023-12-05 18:53:38
RINMMNR6JF,Mpesa Charges,Mpesa Charges,0.0,33.0,7277.26,Tuesday,2023-12-05 13:22:38
2D5EJS95XE,Melissa Nichols,Send Money,0.0,1694.0,7310.26,Tuesday,2023-12-05 13:22:38
CTRJU01VCS,Mpesa Charges,Mpesa Charges,0.0,7.0,9004.26,Monday,2023-12-04 19:11:00
95FNNKLMX6,Alicia Chapman,Send Money,0.0,120.0,9011.26,Monday,2023-12-04 19:11:00
6HUUA2U6RZ,Mpesa Charges,Mpesa Charges,0.0,83.0,9131.26,Monday,2023-12-04 17:09:36
9USTYLGF0G,"Caldwell, King and Taylor",Pay Bill,0.0,31300.0,9214.26,Monday,2023-12-04 17:09:36
I11X0TWMT7,Mpesa Charges,Mpesa Charges,0.0,72.0,40514.26,Monday,2023-12-04 08:37:52
B99MU6U62L,"Salinas, Evans and Hester",Pay Bill,0.0,30000.0,40586.26,Monday,2023-12-04 08:37:52
22OKLO73KC,"Hunt, Barnes and Castillo",Bank Transfer,70000.0,0.0,70586.26,Monday,2023-12-04 08:35:36
AUEZLL8H0J,Mpesa Charges,Mpesa Charges,0.0,5.0,586.26,Monday,2023-12-04 08:31:11
8GAEIRQ6SS,White-Fowler,Pay Bill,0.0,500.0,591.26,Monday,2023-12-04 08:31:11
KUH4I8W0Z7,Payne and Sons,Till No,0.0,70.0,1091.26,Monday,2023-12-04 08:23:22
VYAB15X4I8,Fisher Inc,Till No,0.0,160.0,1161.26,Monday,2023-12-04 08:19:33
UFJJBGA65I,Mark Pope,Pochi,0.0,80.0,1321.26,Monday,2023-12-04 07:39:40
VVRPAV3Q28,Jeremy Boyle,Pochi,0.0,30.0,1401.26,Monday,2023-12-04 07:24:34
FVUGJW462Q,Buck Group,Till No,0.0,900.0,1431.26,Sunday,2023-12-03 17:54:15
JN7FUMLGY7,Mpesa Charges,Mpesa Charges,0.0,13.0,2331.26,Sunday,2023-12-03 16:02:07
D0R865S5MS,Michael Hayes,Send Money,0.0,920.0,2344.26,Sunday,2023-12-03 16:02:07
BTKXV1YH55,Peters-Reyes,Till No,0.0,200.0,3264.26,Sunday,2023-12-03 14:42:03
EE0LIAVIO1,Mpesa Charges,Mpesa Charges,0.0,13.0,3464.26,Sunday,2023-12-03 13:39:47
025N3OQLT9,Ryan Wilson,Send Money,0.0,730.0,3477.26,Sunday,2023-12-03 13:39:47
07QO55ZQB7,Jeremy Kennedy,Send Money,0.0,5000.0,4264.26,Sunday,2023-12-03 10:17:02
AAIZ2P6CWT,Thompson-Saunders,Till No,0.0,365.0,4264.26,Saturday,2023-12-02 19:04:19
N61A9A2KRC,Mpesa Charges,Mpesa Charges,0.0,5.0,4629.26,Saturday,2023-12-02 19:00:28
8WUU7DKXMX,Palmer PLC,Pay Bill,0.0,190.0,4634.26,Saturday,2023-12-02 19:00:28
SECLFZCFG7,Mpesa Charges,Mpesa Charges,0.0,7.0,4824.26,Saturday,2023-12-02 13:29:53
LGK0SN68P8,Jason Lindsey,Send Money,0.0,330.0,4831.26,Saturday,2023-12-02 13:29:53
NV6NLM1JZL,Mr. Bryan Robinson,Send Money,0.0,50.0,5161.26,Saturday,2023-12-02 12:41:37
EF6S2C37RS,Mpesa Charges,Mpesa Charges,0.0,23.0,5211.26,Friday,2023-12-01 21:42:33
BAGER1SQD4,Eric Duran,Send Money,0.0,1080.0,5234.26,Friday,2023-12-01 21:42:33
SHMPA1D8RP,"Hill, Matthews and Martin",Till No,0.0,300.0,6314.26,Friday,2023-12-01 10:16:46
K3SM3I0XDE,Mpesa Charges,Mpesa Charges,0.0,13.0,613.26,Thursday,2023-11-30 20:16:37
T44U45TNEA,Kimberly Austin,Send Money,0.0,983.0,626.26,Thursday,2023-11-30 20:16:37
81LL9245Z5,"Carlson, Hanson and Martin",Till No,0.0,65.0,1609.26,Thursday,2023-11-30 18:43:00
R1XTEEPA1Z,"Franklin, Hatfield and Wilson",Till No,0.0,330.0,1674.26,Thursday,2023-11-30 18:34:39
6W35BIQ093,"Lewis, Bright and Gallagher",Till No,0.0,4200.0,2004.26,Thursday,2023-11-30 14:41:03
BPV6Y18CST,Griffith PLC,Till No,0.0,110.0,6204.26,Thursday,2023-11-30 08:47:45
LSM6QX09EW,"Smith, Mcknight and Brown",Till No,0.0,80.0,6314.26,Tuesday,2023-11-28 20:04:31
EGCNOVGZI9,David Allison,Send Money,0.0,100.0,6394.26,Monday,2023-11-27 21:31:28
7I3FL0I9T7,Mpesa Charges,Mpesa Charges,0.0,23.0,6494.26,Monday,2023-11-27 20:58:43
BSPYEO5ICE,David Allison,Send Money,0.0,1100.0,6517.26,Monday,2023-11-27 20:58:43
7F5X5I9T4F,Mpesa Charges,Mpesa Charges,0.0,5.0,7617.26,Sunday,2023-11-26 23:27:14
X0Z3HA0F4T,White-Fowler,Pay Bill,0.0,500.0,7622.26,Sunday,2023-11-26 23:27:14
E2810HYOW4,Mpesa Charges,Mpesa Charges,0.0,13.0,8122.26,Sunday,2023-11-26 23:24:23
BF8FPDCBDD,Jeremy Kennedy,Send Money,0.0,1000.0,8135.26,Sunday,2023-11-26 23:24:23
C7386UE7W3,Kelsey Potter,Receive Money,6000.0,0.0,9135.26,Sunday,2023-11-26 06:50:51
63PDU7JN7G,Charlotte Davis,Receive Money,6000.0,0.0,9135.26,Sunday,2023-11-26 06:50:51
9LMPWR9DPH,Mpesa Charges,Mpesa Charges,0.0,13.0,3135.26,Saturday,2023-11-25 22:28:29
VBHTQIO6MA,Jose King,Send Money,0.0,650.0,3148.26,Saturday,2023-11-25 22:28:29
GQED6D4KFE,Mpesa Charges,Mpesa Charges,0.0,13.0,3798.26,Saturday,2023-11-25 18:31:56
MTTV2QJ42Z,Laura Fletcher,Send Money,0.0,1000.0,3811.26,Saturday,2023-11-25 18:31:56
IS6UPATTG7,"Smith, Mcknight and Brown",Till No,0.0,190.0,4811.26,Saturday,2023-11-25 18:27:27
8ZBXPBRY7L,"Matthews, Boyle and Erickson",Bank Transfer,5000.0,0.0,5001.26,Saturday,2023-11-25 18:26:34
M25PQ9UERC,Daniel Ellis,Send Money,0.0,100.0,1.26,Friday,2023-11-24 18:55:03
3UEB22WVN6,Mpesa Charges,Mpesa Charges,0.0,7.0,101.26,Friday,2023-11-24 18:53:19
5QOI8FGVBX,Madison Pugh,Send Money,0.0,150.0,108.26,Friday,2023-11-24 18:53:19
TZ9EHW4OQ6,Mpesa Charges,Mpesa Charges,0.0,13.75,258.26,Friday,2023-11-24 18:22:38
HIVYA650HA,Wallace PLC,Till No,0.0,2500.0,272.01,Friday,2023-11-24 18:22:38
IJVFEAKIK9,Ochoa LLC,Till No,0.0,65.0,2772.01,Friday,2023-11-24 08:20:31
PILHSWYM14,"Ho, Howell and Welch",Till No,0.0,260.0,2837.01,Thursday,2023-11-23 19:49:45
CNMH3S6GH5,"Carlson, Hanson and Martin",Till No,0.0,65.0,3097.01,Thursday,2023-11-23 10:19:32
KRVU72U15G,Mpesa Charges,Mpesa Charges,0.0,23.0,3162.01,Wednesday,2023-11-22 16:34:13
3MKT2NWOPF,Kristin Lloyd,Send Money,0.0,1476.0,3185.01,Wednesday,2023-11-22 16:34:13
G0VLEHQBDA,Lopez LLC,Till No,0.0,810.0,4661.01,Tuesday,2023-11-21 20:15:53
SZ476O6TR8,Hernandez-Robertson,Bank Transfer,5000.0,0.0,5471.01,Tuesday,2023-11-21 20:13:15
S212HO6ZUB,"Franklin, Hatfield and Wilson",Till No,0.0,200.0,471.01,Tuesday,2023-11-21 14:55:00
0F6D76H2CA,Mpesa Charges,Mpesa Charges,0.0,53.0,671.01,Tuesday,2023-11-21 14:07:38
6UMSXW36XU,Mr. Timothy Olson,Send Money,0.0,2533.0,724.01,Tuesday,2023-11-21 14:07:38
HIA4PH13C3,Mpesa Charges,Mpesa Charges,0.0,23.0,3257.01,Tuesday,2023-11-21 13:52:09
LTDERP3N20,Mr. Timothy Olson,Send Money,0.0,1400.0,3280.01,Tuesday,2023-11-21 13:52:09
INTA22VMA1,Ochoa LLC,Till No,0.0,65.0,4680.01,Tuesday,2023-11-21 08:44:08
M7SEILYJ3T,"Hill, Matthews and Martin",Till No,0.0,300.0,4745.01,Monday,2023-11-20 12:19:56
8UXAC3HGGW,"Smith, Mcknight and Brown",Till No,0.0,55.0,5045.01,Sunday,2023-11-19 19:06:20
RDLFQ0XM3E,Mpesa Charges,Mpesa Charges,0.0,5.0,5100.01,Saturday,2023-11-18 23:09:15
PA2RKRQTT5,White-Fowler,Pay Bill,0.0,500.0,5105.01,Saturday,2023-11-18 23:09:15
8K4BMDEKKA,"Ramirez, Morales and Morris",Bank Transfer,5000.0,0.0,5605.01,Saturday,2023-11-18 21:09:57
N8GB3SG665,Mpesa Charges,Mpesa Charges,0.0,7.0,605.01,Saturday,2023-11-18 17:18:07
FRJDVTSK9H,Matthew Garcia,Send Money,0.0,250.0,612.01,Saturday,2023-11-18 17:18:07
KHVBDZD5K9,Mpesa Charges,Mpesa Charges,0.0,7.0,862.01,Saturday,2023-11-18 10:42:14
VS6K5AEEFA,Madison Pugh,Send Money,0.0,290.0,869.01,Saturday,2023-11-18 10:42:14
I506SI9Q32,"Smith, Mcknight and Brown",Till No,0.0,20.0,1159.01,Friday,2023-11-17 18:58:41
U6T3G3E0YP,"Johnson, Mercado and Williams",Till No,0.0,700.0,1179.01,Friday,2023-11-17 18:41:13
5QXFEE4A9J,Mpesa Charges,Mpesa Charges,0.0,7.0,1879.01,Friday,2023-11-17 18:33:01
DFM742O7P6,Joel Ross,Send Money,0.0,260.0,1886.01,Friday,2023-11-17 18:33:01
7LKQ2S6ELB,"Gomez, Rice and Simpson",Till No,0.0,965.0,2146.01,Friday,2023-11-17 18:24:28
FQPO7Z7RH3,Alexander Jackson,Send Money,0.0,50.0,3111.01,Friday,2023-11-17 18:19:25
CN7GQ4C6M4,Mpesa Charges,Mpesa Charges,0.0,10.0,3161.01,Thursday,2023-11-16 12:38:02
3I2EWF97QM,"Nguyen, Smith and Andrews",Pay Bill,0.0,537.0,3171.01,Thursday,2023-11-16 12:38:02
YQBNSQ9VNN,Mpesa Charges,Mpesa Charges,0.0,33.0,3708.01,Wednesday,2023-11-15 20:09:46
61VZIH5BIS,Michael Benitez,Send Money,0.0,2138.0,3741.01,Wednesday,2023-11-15 20:09:46
Z9LETUENUA,Washington Ltd,Bank Transfer,5000.0,0.0,5879.01,Wednesday,2023-11-15 20:04:41
GN5V50CD6R,"Carlson, Hanson and Martin",Till No,0.0,65.0,879.01,Wednesday,2023-11-15 10:03:02
BUKXO4ZFNY,"Smith, Mcknight and Brown",Till No,0.0,100.0,944.01,Tuesday,2023-11-14 20:11:34
A8YTAGUY0V,Lydia Perry,Send Money,0.0,70.0,1044.01,Tuesday,2023-11-14 07:45:28
ECN9L757T9,Buck Group,Till No,0.0,1630.0,1114.01,Monday,2023-11-13 18:09:44
K3RRCFQ8DG,Donald Yang DDS,Send Money,0.0,50.0,2744.01,Sunday,2023-11-12 21:29:29
ULLLEK1RTX,Mercado-Arnold,Till No,0.0,200.0,2794.01,Sunday,2023-11-12 21:23:56
ZO4KDAD8PJ,"Carlson, Hanson and Martin",Till No,0.0,190.0,2994.01,Saturday,2023-11-11 20:37:01
H98242RFFH,Mpesa Charges,Mpesa Charges,0.0,34.0,3184.01,Saturday,2023-11-11 20:34:16
SQ1A73B5IC,Williams and Sons,Pay Bill,0.0,3521.0,3218.01,Saturday,2023-11-11 20:34:16
GRRG0882UJ,Mayer-Scott,Bank Transfer,5000.0,0.0,6739.01,Saturday,2023-11-11 20:30:55
2I3NHGQ8UF,Mpesa Charges,Mpesa Charges,0.0,23.0,1739.01,Saturday,2023-11-11 20:15:03
UPPPVPZGSR,Marissa Taylor,Send Money,0.0,1288.0,1762.01,Saturday,2023-11-11 20:15:03
EOWC1TELH5,Mpesa Charges,Mpesa Charges,0.0,23.0,3050.01,Saturday,2023-11-11 16:06:20
EM5Q6RLFOE,Brian Nguyen,Send Money,0.0,1160.0,3073.01,Saturday,2023-11-11 16:06:20
UN9KBY4Y3K,Dr. Mark Potts,Send Money,0.0,50.0,4233.01,Saturday,2023-11-11 13:46:05
1YB89GJLEJ,Lopez LLC,Till No,0.0,450.0,4283.01,Friday,2023-11-10 20:16:38
OGBNJ1R6D0,Lopez LLC,Till No,0.0,310.0,4733.01,Friday,2023-11-10 20:03:17
5B5CNC4XMS,Stephenson Ltd,Till No,0.0,100.0,5043.01,Friday,2023-11-10 19:53:16
G827H9NIXN,"Anderson, Thompson and Rogers",Till No,0.0,550.0,5143.01,Friday,2023-11-10 19:49:01
ZIEZ8TTK66,Payne and Sons,Till No,0.0,70.0,5693.01,Friday,2023-11-10 08:35:47
SYRGBGN61B,Fisher Inc,Till No,0.0,300.0,5763.01,Friday,2023-11-10 08:31:42
55ZWV87EG4,Mpesa Charges,Mpesa Charges,0.0,5.0,6063.01,Friday,2023-11-10 07:39:56
9ALKI5AQCV,White-Fowler,Pay Bill,0.0,500.0,6068.01,Friday,2023-11-10 07:39:56
A613TQU8ZZ,Martinez-Walsh,Till No,0.0,200.0,6568.01,Thursday,2023-11-09 21:02:36
Q94YNK8D20,Mpesa Charges,Mpesa Charges,0.0,13.0,6768.01,Thursday,2023-11-09 20:42:31
HNNZW32B7S,David Allison,Send Money,0.0,1000.0,6781.01,Thursday,2023-11-09 20:42:31
8VGWFT44SO,"Hill, Matthews and Martin",Till No,0.0,300.0,7781.01,Thursday,2023-11-09 10:01:18
43O2NNULLY,Airtime Purchase,Airtime Purchase,0.0,500.0,8081.01,Wednesday,2023-11-08 19:13:08
VAV2SZXXDZ,Mpesa Charges,Mpesa Charges,0.0,7.0,8581.01,Wednesday,2023-11-08 18:23:02
WG7BI7QMQ5,Alicia Chapman,Send Money,0.0,200.0,8588.01,Wednesday,2023-11-08 18:23:02
58O7SXVHN9,Griffith PLC,Till No,0.0,140.0,8788.01,Wednesday,2023-11-08 08:12:55
FY3VUF1KLO,Griffith PLC,Till No,0.0,190.0,8928.01,Tuesday,2023-11-07 08:50:46
GAVHJT40GT,"Smith, Mcknight and Brown",Till No,0.0,80.0,9118.01,Monday,2023-11-06 19:50:36
APDKZNUTKY,Mpesa Charges,Mpesa Charges,0.0,83.0,9198.01,Monday,2023-11-06 07:09:53
ZQKHG88DVV,"Caldwell, King and Taylor",Pay Bill,0.0,31500.0,9281.01,Monday,2023-11-06 07:09:53
7HPBE77KFR,"Harris, Graves and Gates",Bank Transfer,40000.0,0.0,40781.01,Monday,2023-11-06 07:09:09
87SWFYE6Q3,Mpesa Charges,Mpesa Charges,0.0,13.0,781.01,Sunday,2023-11-05 23:00:23
ACHHZ1IUZD,Jeremy Kennedy,Send Money,0.0,1000.0,794.01,Sunday,2023-11-05 23:00:23
V8YXZ94ATD,Buck Group,Till No,0.0,1530.0,1794.01,Saturday,2023-11-04 22:20:39
9KJYCY84JI,"Martinez, Winters and Bowen",Till No,0.0,645.0,3324.01,Saturday,2023-11-04 21:07:20
5L00J72BQ2,Jones LLC,Till No,0.0,300.0,3969.01,Saturday,2023-11-04 18:21:07
G099CA6RIW,Jones LLC,Till No,0.0,200.0,4269.01,Saturday,2023-11-04 18:16:19
B6V4PFZEMG,William Khan,Pochi,0.0,50.0,4469.01,Saturday,2023-11-04 17:23:58
2GLC00OORL,Kelly Patterson,Send Money,0.0,100.0,4519.01,Saturday,2023-11-04 13:26:02
75I2DPFQQP,Madison Pugh,Send Money,0.0,100.0,4619.01,Saturday,2023-11-04 10:54:32
4AM372BSX8,"Franklin, Hatfield and Wilson",Till No,0.0,180.0,4719.01,Saturday,2023-11-04 10:50:27
6RC0R1GZ3M,Lopez LLC,Till No,0.0,400.0,4899.01,Friday,2023-11-03 20:39:27
EJUE3W74DP,Zimmerman-Young,Bank Transfer,5000.0,0.0,5299.01,Friday,2023-11-03 20:36:39
RPW1J463YB,Lopez LLC,Till No,0.0,230.0,299.01,Friday,2023-11-03 20:29:13
4ATHJQL86F,Mpesa Charges,Mpesa Charges,0.0,7.0,529.01,Friday,2023-11-03 13:59:55
1XKKVYFRFB,David Ford,Send Money,0.0,200.0,536.01,Friday,2023-11-03 13:59:55
OX0IEG2URK,Cooley-Frost,Till No,0.0,50.0,736.01,Friday,2023-11-03 13:49:30
BZUM8G51SI,Mpesa Charges,Mpesa Charges,0.0,7.0,786.01,Friday,2023-11-03 13:43:53
DCD6K1TZVL,Justin Stewart,Send Money,0.0,200.0,793.01,Friday,2023-11-03 13:43:53
IZH6328R20,Mpesa Charges,Mpesa Charges,0.0,7.0,993.01,Friday,2023-11-03 13:09:41
N7O24B3H07,Mark Davenport,Send Money,0.0,310.0,1000.01,Friday,2023-11-03 13:09:41
VFH8F31SRV,Cooley-Frost,Till No,0.0,200.0,1310.01,Friday,2023-11-03 13:03:52
2T2DK60J97,Mpesa Charges,Mpesa Charges,0.0,5.0,1510.01,Friday,2023-11-03 12:35:32
JQFF0CCIXD,Walls-Parker,Pay Bill,0.0,300.0,1515.01,Friday,2023-11-03 12:35:32
A1GJM20E5P,Airtime Purchase,Airtime Purchase,0.0,50.0,1815.01,Friday,2023-11-03 12:33:58
PBU3OG7E89,Griffith PLC,Till No,0.0,140.0,1865.01,Friday,2023-11-03 07:48:29
DYB4OCPUIP,Other,Other,0.0,1000.0,2005.01,Thursday,2023-11-02 13:16:26
3RJCBR44CM,Griffith PLC,Till No,0.0,80.0,3005.01,Thursday,2023-11-02 08:59:54
2A48LLN7WG,Mpesa Charges,Mpesa Charges,0.0,5.0,3085.01,Thursday,2023-11-02 08:57:59
6G79GAZD4C,White-Fowler,Pay Bill,0.0,500.0,3090.01,Thursday,2023-11-02 08:57:59
OEDTAQ4NXR,"Smith, Mcknight and Brown",Till No,0.0,50.0,3590.01,Wednesday,2023-11-01 19:37:22
VDRN0B4QN9,"Franklin, Hatfield and Wilson",Till No,0.0,200.0,3640.01,Wednesday,2023-11-01 13:34:05
T42YDHN51D,"Keith, Phillips and Singleton",Pay Bill,0.0,2999.0,3840.01,Wednesday,2023-11-01 08:10:02
FLOD92YK3B,Richards-Hudson,Bank Transfer,5000.0,0.0,6839.01,Wednesday,2023-11-01 08:09:17
P6JXL569C5,Mpesa Charges,Mpesa Charges,0.0,23.0,1839.01,Tuesday,2023-10-31 20:59:34
